sport,pt,fills,games,usd,capital_usd,avg_price,won_pct,edge_pts,roi,ci_lo,ci_hi
cricket,93,7178,528,1940924.125,1943958.5,0.93177729845047,0.9566411972045898,0.024863898754119873,0.025181273224485035,-0.009092722674771684,0.05098229694032819
cricket,94,7733,533,2564199.0,2567750.5,0.9420640468597412,0.9688354730606079,0.0267714262008667,0.026987661129069092,-0.0012694252101385641,0.04932514761568654
cricket,95,8987,549,2860718.0,2863729.5,0.952362596988678,0.9664965271949768,0.014133930206298828,0.01383533887803996,-0.025481550833349513,0.039777962500905144
cricket,96,9305,545,3138590.75,3141033.5,0.9635820388793945,0.9884080290794373,0.024825990200042725,0.024977618123896702,0.015964270422355906,0.031166535961684172
cricket,97,8830,563,3922248.25,3924584.5,0.9737199544906616,0.9802312254905701,0.006511270999908447,0.0060989193610342975,-0.019498510764615437,0.02279237182429683
cricket,98,9629,594,5253062.5,5254944.5,0.9844151139259338,0.9884607195854187,0.004045605659484863,0.00372120728126662,-0.00857074369967543,0.013348722643829693
cricket,99,15531,621,18328150.0,18329524.0,0.9966123104095459,0.9996009469032288,0.0029886364936828613,0.0029322280466028035,0.002406926353565319,0.003396366209961274
baseball,50,100665,3280,23476892.0,23739260.0,0.500744640827179,0.4568827152252197,-0.04386192560195923,-0.0977244815833014,-0.1865738880532564,-0.009942251323528975
baseball,51,74149,3210,22354354.0,22610412.0,0.51077800989151,0.5316888093948364,0.020910799503326416,0.029388851152835804,-0.0755883540628028,0.13160117825939557
baseball,52,93915,3392,24659794.0,24933766.0,0.5208016037940979,0.4502609670162201,-0.07054063677787781,-0.14495287074767943,-0.2514728493945052,-0.03157995465111768
baseball,53,102597,3560,23659116.0,23926508.0,0.5311747193336487,0.5162464380264282,-0.014928281307220459,-0.0387925398866808,-0.1372478203896958,0.06660140536972257
baseball,54,74970,3469,22444580.0,22691886.0,0.540943443775177,0.537417471408844,-0.003525972366333008,-0.017079789909134665,-0.1213563992807658,0.08675281885734608
baseball,55,85282,3602,23103264.0,23346830.0,0.55110102891922,0.5298483967781067,-0.02125263214111328,-0.048298314469692065,-0.16171160305788979,0.06343491879532112
baseball,56,85349,3618,24318384.0,24569748.0,0.5609841346740723,0.6031618714332581,0.04217773675918579,0.0641901399968865,-0.04857146327077606,0.1744762415154972
baseball,57,75096,3620,21290076.0,21485780.0,0.5709513425827026,0.5515066981315613,-0.019444644451141357,-0.04265414220159797,-0.15222499370114514,0.06850813886373859
baseball,58,73998,3602,21865996.0,22059588.0,0.5807112455368042,0.5488201379776001,-0.0318911075592041,-0.06299583892521572,-0.19042148288565663,0.05868124964963615
baseball,59,68039,3603,17601436.0,17759244.0,0.5910683274269104,0.5899609327316284,-0.0011073946952819824,-0.010948566175306533,-0.11963987997994058,0.09369229856385222
baseball,60,77303,3638,19293400.0,19470672.0,0.600770890712738,0.5731058120727539,-0.02766507863998413,-0.05463888854171966,-0.17786602669093207,0.060521336583121345
